,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
687,012030,KR7012030003,DB,KOSPI,,1520,1,5,0.33,1515,1534,1482,460573,691027507,305784378160,201173933,STK
688,096760,KR7096760004,JW홀딩스,KOSPI,,4135,1,105,2.61,4040,4145,4030,76876,315709304,305679635170,73924942,STK
689,002900,KR7002900009,TYM,KOSPI,,7380,1,250,3.51,7170,7430,7120,536810,3935155595,305532000000,41400000,STK
690,327260,KR7327260006,RF머트리얼즈,KOSDAQ,벤처기업부,33900,2,-3950,-10.44,37800,37800,33900,306419,10690694225,304935076500,8995135,KSQ
691,001390,KR7001390004,KG케미칼,KOSPI,,4530,1,20,0.44,4515,4575,4490,138862,627043440,304565625900,67233030,STK
692,037710,KR7037710001,광주신세계,KOSPI,,39800,2,-1550,-3.75,40950,41150,39500,64405,2581995875,303561445600,7627172,STK
693,001230,KR7001230002,동국홀딩스,KOSPI,,1951,1,86,4.61,1871,2055,1840,2052034,4027357989,303395551965,155507715,STK
694,215600,KR7215600008,신라젠,KOSDAQ,중견기업부,2180,2,-35,-1.58,2215,2270,2140,418991,915924101,302046769520,138553564,KSQ
695,025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,8050,1,190,2.42,7850,8050,7850,29390,233581510,301426381550,37444271,KSQ
696,042520,KR7042520007,한스바이오메드,KOSDAQ,벤처기업부,21050,1,200,0.96,21650,23050,20600,158959,3398418050,300201775350,14261367,KSQ
697,424870,KR7424870004,이뮨온시아,KOSDAQ,기술성장기업부,3280,2,-15,-0.46,3295,3390,3220,145085,476252535,299587029520,91337509,KSQ
698,017890,KR7017890005,한국알콜,KOSDAQ,우량기업부,14490,1,360,2.55,14440,14880,14210,129211,1875215265,299559101940,20673506,KSQ
699,001750,KR7001750009,한양증권,KOSPI,,19810,1,420,2.17,19570,19850,19370,4875,95611060,299318917660,15109486,STK
700,084010,KR7084010008,대한제강,KOSPI,,8680,1,170,2.0,8620,8740,8490,8946,76707120,298345453280,34371596,STK
701,439090,KR7439090002,마녀공장,KOSDAQ,우량기업부,18130,1,160,0.89,18130,18210,17510,456599,8195582380,297209803800,16393260,KSQ
702,244920,KR7244920005,에이플러스에셋,KOSPI,,13100,1,50,0.38,13040,13320,12670,35677,465234250,296160778300,22607693,STK
703,462350,KR7462350000,이노스페이스,KOSDAQ,기술성장기업부,8730,1,180,2.11,8550,8980,8400,276309,2406188720,295786123560,33881572,KSQ
704,200130,KR7200130003,콜마비앤에이치,KOSDAQ GLOBAL,우량기업부,10050,2,-50,-0.5,10130,10460,9940,139929,1418144015,295626357900,29415558,KSQ
705,472850,KR7472850007,폰드그룹,KOSDAQ,중견기업부,5130,2,-200,-3.75,5360,5380,5090,53946,278763070,295342574760,57571652,KSQ
706,051500,KR7051500007,CJ프레시웨이,KOSDAQ,우량기업부,24850,1,750,3.11,24350,24900,24200,12680,313015475,295008912100,11871586,KSQ
707,123890,KR7123890006,한국자산신탁,KOSPI,,2405,1,120,5.25,2295,2470,2272,841633,2011236658,294309292030,122373926,STK
708,034830,KR7034830000,한국토지신탁,KOSPI,,1163,1,44,3.93,1124,1163,1121,335197,383295111,293644974490,252489230,STK
709,099440,KR7099440000,스맥,KOSDAQ,중견기업부,4300,1,240,5.91,4060,4335,3985,812552,3410962816,293446594200,68243394,KSQ
710,035810,KR7035810001,이지홀딩스,KOSDAQ,우량기업부,4540,1,100,2.25,4425,4550,4425,153253,688657334,292903479900,64516185,KSQ
711,348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,23600,1,2200,10.28,21350,27500,21250,1121169,27581630050,292855963600,12409151,KSQ
712,234340,KR7234340008,헥토파이낸셜,KOSDAQ,우량기업부,20950,1,550,2.7,20700,21150,20250,280123,5798826675,292685243200,13970656,KSQ
713,033270,KR7033270000,유나이티드제약,KOSPI,,18360,1,190,1.05,18260,18360,18080,41943,764920090,292121829000,15910775,STK
714,138080,KR7138080007,오이솔루션,KOSDAQ,벤처기업부,23600,2,-1150,-4.65,24750,24750,22300,317534,7352090475,292115088800,12377758,KSQ
715,352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,우량기업부,21400,2,-150,-0.7,21450,22100,21150,25498,551504775,291679881400,13629901,KSQ
716,025860,KR7025860008,남해화학,KOSPI,,5870,1,70,1.21,5800,5880,5790,136720,796857125,291614808410,49678843,STK
717,105840,KR7105840003,우진,KOSPI,,14430,2,-820,-5.38,15740,15850,14430,477211,7124704030,291452378100,20197670,STK
718,054950,KR7054950001,제이브이엠,KOSDAQ,우량기업부,24100,3,0,0.0,23950,24350,23850,8247,198925900,291366397200,12089892,KSQ
719,091700,KR7091700005,파트론,KOSDAQ,우량기업부,5820,1,60,1.04,5760,5860,5750,65609,381112455,291000000000,50000000,KSQ
720,084690,KR7084690007,대상홀딩스,KOSPI,,8010,1,140,1.78,7810,8020,7810,15294,121230750,290062429380,36212538,STK
721,003960,KR7003960002,사조대림,KOSPI,,31650,1,250,0.8,31400,31800,31100,2198,69346375,290055380550,9164467,STK
722,298000,KR7298000001,효성화학,KOSPI,,76300,1,5800,8.23,71000,77400,70500,68749,5117198500,289315179300,3791811,STK
723,047920,KR7047920004,HLB제약,KOSDAQ,기술성장기업부,8800,1,80,0.92,8800,9000,8630,137197,1208016800,288634332800,32799356,KSQ
724,286940,KR7286940002,롯데이노베이트,KOSPI,,19050,1,200,1.06,19090,19370,18910,5739,109836620,288214441350,15129367,STK
725,136480,KR7136480001,하림,KOSDAQ,우량기업부,2710,1,10,0.37,2680,2730,2680,270900,732943564,287828292420,106209702,KSQ
726,008490,KR7008490005,서흥,KOSPI,,24850,2,-2450,-8.97,25600,26400,24650,165340,4221486550,287492458050,11569113,STK
727,005680,KR7005680004,삼영전자,KOSPI,,14340,1,320,2.28,14020,14340,13770,32693,459950940,286800000000,20000000,STK
728,481070,KR7481070001,에이유브랜즈,KOSDAQ,중견기업부,19990,2,-1560,-7.24,20700,21400,19200,117133,2368635620,286461697500,14330250,KSQ
729,004430,KR7004430005,송원산업,KOSPI,,11820,1,120,1.03,11770,11990,11640,142334,1674427525,283680000000,24000000,STK
730,025560,KR7025560004,미래산업,KOSPI,,10180,2,-50,-0.49,10590,11980,10040,1426181,15433995125,282786942040,27778678,STK
731,060720,KR7060720000,KH바텍,KOSDAQ,중견기업부,11940,1,170,1.44,11790,11950,11530,134055,1582627235,282708657480,23677442,KSQ
732,058430,KR7058430000,포스코스틸리온,KOSPI,,4710,2,-20,-0.42,4800,4835,4590,332959,1557877636,282600000000,60000000,STK
733,493280,KR7493280002,아이엠바이오로직스,KOSDAQ,기술성장기업부,19030,1,190,1.01,18910,19500,18310,69888,1314844050,282339527470,14836549,KSQ
734,232530,KR7232530006,이엠티,KONEX,일반기업부,11000,1,30,0.27,10030,11470,10030,2724,29853510,281757344000,25614304,KNX
735,010955,KR7010951002,S-Oil우,KOSPI,,70000,1,1800,2.64,67700,70700,66900,19535,1363972900,281534890000,4021927,STK
736,035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,10160,1,160,1.6,9910,10160,9900,61079,615187900,279953049440,27554434,KSQ
737,272450,KR7272450008,진에어,KOSPI,,5320,1,30,0.57,5320,5350,5210,43806,231540720,277704000000,52200000,STK
738,017390,KR7017390006,서울가스,KOSPI,,56000,1,800,1.45,55400,56000,55300,1321,73636400,277200000000,4950000,STK
739,151860,KR7151860004,KG에코솔루션,KOSDAQ,우량기업부,5820,1,20,0.34,5800,5870,5680,86264,497293020,277049471640,47603002,KSQ
740,092870,KR7092870005,엑시콘,KOSDAQ,우량기업부,21200,1,1310,6.59,20500,21650,19550,426073,8778610915,276676896400,13050797,KSQ
741,484590,KR7484590005,삼양컴텍,KOSDAQ,벤처기업부,6700,2,-60,-0.89,6820,6920,6600,169435,1136748765,276110015000,41210450,KSQ
742,002710,KR7002710002,TCC스틸,KOSPI,,10450,1,140,1.36,10500,10710,10230,27354,285056830,273933133650,26213697,STK
743,389500,KR7389500000,에스비비테크,KOSDAQ,기술성장기업부,41100,1,900,2.24,40900,43900,40500,209514,8819967200,273868699200,6663472,KSQ
744,003120,KR7003120003,일성아이에스,KOSPI,,20550,1,50,0.24,20750,20750,20200,3862,78581000,273315000000,13300000,STK
745,456010,KR7456010008,아이씨티케이,KOSDAQ,기술성장기업부,18830,1,240,1.29,18990,18990,17950,187715,3452312665,273079250500,14502350,KSQ
746,394280,KR7394280002,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,10360,1,160,1.57,10500,10590,9600,71937,739470430,272950050800,26346530,KSQ
747,005430,KR7005430004,한국공항,KOSPI,,86200,1,3300,3.98,83400,89000,83400,11760,1019527450,272939801000,3166355,STK
748,217730,KR7217730001,강스템바이오텍,KOSDAQ,기술성장기업부,2895,1,210,7.82,2700,2900,2610,697697,1937527909,272286761355,94054149,KSQ
749,365270,KR7365270008,큐라클,KOSDAQ,기술성장기업부,12220,1,100,0.83,11930,12300,11710,118820,1422362980,270758442240,22156992,KSQ
750,061970,KR7061970000,LB세미콘,KOSDAQ,중견기업부,4655,1,605,14.94,4100,4865,3900,1064161,4741017331,270376392930,58083006,KSQ
751,484810,KR7484810007,티엑스알로보틱스,KOSDAQ,벤처기업부,17490,2,-40,-0.23,17300,17990,16830,470804,8200633935,270236503350,15450915,KSQ
752,023410,KR7023410004,유진기업,KOSDAQ,중견기업부,3495,1,20,0.58,3475,3515,3450,224402,780966700,270201466185,77310863,KSQ
753,180400,KR7180400004,DXVX,KOSDAQ,관리종목(소속부없음),2745,3,0,0.0,2750,2785,2600,56257,150498690,270188790840,98429432,KSQ
754,036200,KR7036200004,유니셈,KOSDAQ,우량기업부,8760,1,20,0.23,8840,8900,8410,149435,1296833100,268618593480,30664223,KSQ
755,309710,KR7309710002,아이티켐,KOSDAQ,관리종목(소속부없음),21000,0,0,0.0,0,0,0,0,0,268443021000,12783001,KSQ
756,100120,KR7100120005,뷰웍스,KOSDAQ,우량기업부,29900,1,1450,5.1,28450,30150,28200,57678,1706787850,268245188900,8971411,KSQ
757,108860,KR7108860008,셀바스AI,KOSDAQ,벤처기업부,9910,2,-250,-2.46,10150,10250,9740,368158,3663219400,266725568900,26914790,KSQ
758,122900,KR7122900004,아이마켓코리아,KOSPI,,7970,1,100,1.27,7880,8000,7840,47618,376386730,266427854800,33428840,STK
759,064820,KR7064820004,케이프,KOSDAQ,우량기업부,8620,2,-360,-4.01,9270,9450,8160,270169,2334949945,266015053300,30860215,KSQ
760,194700,KR7194700001,노바렉스,KOSDAQ,우량기업부,14560,2,-520,-3.45,15120,15210,14560,185426,2739397615,265790586880,18254848,KSQ
761,182400,KR7182400002,엔케이젠바이오텍코리아,KOSDAQ,관리종목(소속부없음),3670,0,0,0.0,0,0,0,0,0,265496721770,72342431,KSQ
762,340570,KR7340570001,티앤엘,KOSDAQ,우량기업부,32650,1,650,2.03,32450,34000,31050,169739,5480886650,265379200000,8128000,KSQ
763,267980,KR7267980001,매일유업,KOSDAQ,우량기업부,34200,1,250,0.74,33950,34250,33650,1428,48488550,262096419600,7663638,KSQ
764,044820,KR7044820009,코스맥스비티아이,KOSPI,,27200,1,50,0.18,27150,28300,26600,48377,1328089550,261226651200,9603921,STK
765,389260,KR7389260001,대명에너지,KOSDAQ,우량기업부,14580,2,-470,-3.12,15080,15130,14400,198330,2906019015,261220018500,17916325,KSQ
766,003350,KR7003350006,한국화장품제조,KOSPI,,11520,1,30,0.26,11490,11860,11080,1345528,15534270675,261043200000,22660000,STK
767,003070,KR7003070000,코오롱글로벌,KOSPI,,10240,1,160,1.59,10080,10480,10000,53106,542512290,260341340160,25423959,STK
768,334890,KR7334890001,이지스밸류플러스리츠,KOSPI,,3745,1,55,1.49,3690,3745,3655,65222,241746494,260085317835,69448683,STK
769,018000,KR7018000000,유니슨,KOSDAQ,중견기업부,1000,1,134,15.47,879,1017,872,10291460,9922878949,259498284000,259498284,KSQ
770,003200,KR7003200003,일신방직,KOSPI,,11230,1,520,4.86,10710,11490,10710,95869,1054458870,257840800000,22960000,STK
771,445090,KR7445090004,에이직랜드,KOSDAQ,벤처기업부,23550,1,2600,12.41,21550,24700,21100,307319,7140682775,257299245900,10925658,KSQ
772,237880,KR7237880000,클리오,KOSDAQ,우량기업부,14230,1,2730,23.74,13650,14800,13180,1717610,24653213010,257155353190,18071353,KSQ
773,200470,KR7200470003,에이팩트,KOSDAQ,중견기업부,6070,1,280,4.84,5780,6300,5650,987575,5958397760,257137904510,42362093,KSQ
774,003650,KR7003650009,미창석유,KOSPI,,147400,1,1600,1.1,145800,149400,143700,4514,660966750,256427652800,1739672,STK
775,121800,KR7121800007,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0,0.0,0,0,0,0,0,256309348520,77201611,KSQ
776,036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,28150,0,0,0.0,0,0,0,0,0,256165000000,9100000,KSQ
777,092200,KR7092200005,디아이씨,KOSPI,,6580,1,1330,25.33,5600,6820,5530,6544969,43337292865,255886784020,38888569,STK
778,004360,KR7004360004,세방,KOSPI,,13380,1,230,1.75,13220,13380,13130,17937,238479600,255766768140,19115603,STK
779,071200,KR7071200000,인피니트헬스케어,KOSDAQ,중견기업부,10480,2,-230,-2.15,10890,10890,10480,92781,984059365,255674879840,24396458,KSQ
780,114190,KR7114190002,강원에너지,KOSDAQ,중견기업부,9770,2,-320,-3.17,10000,10000,9490,226669,2209062435,255222081260,26123038,KSQ
781,085910,KR7085910008,네오티스,KOSDAQ,중견기업부,18450,2,-1390,-7.01,20450,20450,17920,213345,3980376270,254514392100,13794818,KSQ
782,475400,KR7475400008,씨메스로보틱스,KOSDAQ,기술성장기업부,21550,1,850,4.11,21000,22000,20700,93259,1992269100,254438565700,11806894,KSQ
783,000430,KR7000430009,대원강업,KOSPI,,4085,1,335,8.93,3750,4580,3725,2645667,11195984005,253270000000,62000000,STK
784,377460,KR7377460001,큐에이드,KOSDAQ,관리종목(소속부없음),4080,0,0,0.0,0,0,0,0,0,253187202960,62055687,KSQ
785,404990,KR7404990004,신한서부티엔디리츠,KOSPI,,4120,1,100,2.49,4025,4120,3985,38836,157336310,253042015800,61417965,STK
786,304360,KR7304360001,에스바이오메딕스,KOSDAQ,벤처기업부,20400,1,100,0.49,20300,20800,19920,13219,266493550,252656611200,12385128,KSQ
787,003920,KR7003920006,남양유업,KOSPI,,44400,1,150,0.34,44250,44700,43800,2010,89000800,251901046800,5673447,STK
788,448280,KR7448280008,에코아이,KOSDAQ,중견기업부,8500,1,790,10.25,7760,9070,7760,96741,831035560,251864596500,29631129,KSQ
789,136490,KR7136490000,선진,KOSPI,,10450,2,-190,-1.79,10550,10550,10000,217655,2225904400,248496861800,23779604,STK
790,0011T0,KR70011T0008,채비,KOSDAQ,기술성장기업부,5290,2,-10,-0.19,5300,5570,5220,144691,771850745,248363336390,46949591,KSQ
791,024840,KR7024840001,KBI메탈,KOSDAQ,중견기업부,5750,1,80,1.41,5900,5900,5370,4339767,24467436770,248169356000,43159888,KSQ
792,039830,KR7039830005,오로라,KOSDAQ,우량기업부,23050,2,-100,-0.43,23650,23900,22450,122803,2787282100,248084614500,10762890,KSQ
793,206640,KR7206640005,바디텍메드,KOSDAQ,우량기업부,11300,2,-10,-0.09,11310,11460,11220,9896,112011640,247559507300,21907921,KSQ
794,007160,KR7007160005,사조산업,KOSPI,,49500,1,600,1.23,49300,49650,48400,4820,236524375,247500000000,5000000,STK
795,061090,KR7061090007,세나테크놀로지,KOSDAQ,벤처기업부,45250,2,-750,-1.63,46200,47200,44100,32806,1487844025,247406637500,5467550,KSQ
796,073490,KR7073490005,LIG아큐버,KOSDAQ,우량기업부,32500,1,150,0.46,32500,33000,31850,44494,1443895375,247124995000,7603846,KSQ
797,254490,KR7254490006,미래반도체,KOSDAQ,우량기업부,17060,2,-60,-0.35,17940,18050,16600,206879,3544376455,246312280000,14438000,KSQ
798,005500,KR7005500004,삼진제약,KOSPI,,18440,1,170,0.93,18290,18600,18080,35027,643348400,245620800000,13320000,STK
799,003720,KR7003720000,삼영,KOSPI,,7220,2,-80,-1.1,7340,7570,7030,558189,4057060035,245480000000,34000000,STK
800,314930,KR7314930009,바이오다인,KOSDAQ,기술성장기업부,8230,2,-150,-1.79,8690,8690,8170,35464,292222910,244958567690,29764103,KSQ
801,000050,KR7000050005,경방,KOSPI,,8900,1,130,1.48,8770,9250,8740,97100,869145160,243995903000,27415270,STK
802,091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,18280,1,440,2.47,17870,18590,16740,247548,4395949645,243639843320,13328219,KSQ
803,419530,KR7419530001,SAMG엔터,KOSDAQ,기술성장기업부,23850,3,0,0.0,23900,24700,23500,85703,2065904100,243444987450,10207337,KSQ
804,461300,KR7461300006,아이스크림미디어,KOSDAQ,벤처기업부,18200,1,520,2.94,17690,18510,17490,77525,1409258830,242677580600,13333933,KSQ
805,378340,KR7378340004,필에너지,KOSDAQ,중견기업부,11210,1,50,0.45,11200,11330,10870,27387,303145640,242627917220,21643882,KSQ
806,043370,KR7043370006,피에이치에이,KOSDAQ,우량기업부,11550,1,430,3.87,11250,11550,11080,9665,109555235,242550000000,21000000,KSQ
807,298690,KR7298690009,에어부산,KOSPI,,1487,1,16,1.09,1473,1514,1466,210123,312695275,242254414664,162914872,STK
808,098120,KR7098120009,마이크로컨텍솔,KOSDAQ,우량기업부,29100,1,850,3.01,28650,29800,26900,237011,6868768200,241901490600,8312766,KSQ
809,102940,KR7102940004,코오롱생명과학,KOSDAQ,중견기업부,18460,1,1000,5.73,17610,18990,17490,421030,7687782160,241652531380,13090603,KSQ
810,314130,KR7314130006,지놈앤컴퍼니,KOSDAQ,기술성장기업부,4620,1,160,3.59,4545,4720,4410,333630,1526086680,241623343500,52299425,KSQ
811,011560,KR7011560000,세보엠이씨,KOSDAQ,우량기업부,23950,1,2150,9.86,22000,24150,21750,160218,3666982125,241532684400,10084872,KSQ
812,089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,15080,1,240,1.62,14910,15400,14770,21426,321581260,241114677960,15989037,KSQ
813,298830,KR7298830001,슈어소프트테크,KOSDAQ,우량기업부,4505,1,95,2.15,4470,4610,4385,437322,1962958456,240830537995,53458499,KSQ
814,001790,KR7001790005,대한제당,KOSPI,,2790,1,45,1.64,2745,2790,2745,113688,315252812,240614942850,86241915,STK
815,002320,KR7002320000,한진,KOSPI,,15500,1,380,2.51,15210,15500,15210,21996,338115600,240538548000,15518616,STK
816,000680,KR7000680009,LS네트웍스,KOSPI,,3050,1,65,2.18,2985,3055,2950,186356,558232474,240349198800,78803016,STK
817,094360,KR7094360005,칩스앤미디어,KOSDAQ,벤처기업부,11250,1,110,0.99,11240,11380,10900,42024,467971595,240246832500,21355274,KSQ
818,187660,KR7187660006,페니트리움바이오,KOSDAQ,중견기업부,4330,2,-590,-11.99,4985,5070,4310,1037462,4721959171,240168875490,55466253,KSQ
819,042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,9160,2,-120,-1.29,9350,9400,8960,134608,1228036660,239992229000,26200025,KSQ
820,226320,KR7226320000,잇츠한불,KOSPI,,10940,1,230,2.15,10930,11090,10800,29688,324990015,239906706100,21929315,STK
821,001460,KR7001460005,BYC,KOSPI,,38400,1,250,0.66,38000,38700,37600,3175,120770700,239852160000,6246150,STK
822,000490,KR7000490003,대동,KOSPI,,8300,2,-180,-2.12,8430,8730,8200,1180799,9918105625,239262979500,28826865,STK
823,900140,KYG5307W1015,엘브이엠씨홀딩스,KOSPI,,1238,3,0,0.0,1248,1250,1223,313880,386599778,239231654816,193240432,STK
824,003520,KR7003520004,영진약품,KOSPI,,1308,3,0,0.0,1316,1322,1300,242162,316905528,239223692148,182892731,STK
825,044450,KR7044450005,KSS해운,KOSPI,,10360,1,510,5.18,9860,10800,9860,197545,2067005515,239169716800,23085880,STK
826,134380,KR7134380005,미원화학,KOSPI,,10870,1,410,3.92,12090,12090,10870,29885,345335350,239060431600,21992680,STK
827,030210,KR7030210009,다올투자증권,KOSPI,,3920,1,85,2.22,3840,3930,3840,81429,317582880,238771535520,60911106,STK
828,194480,KR7194480000,데브시스터즈,KOSDAQ,중견기업부,19650,2,-1700,-7.96,20700,20700,19010,139511,2745991125,238337797500,12129150,KSQ
829,028100,KR7028100006,동아지질,KOSPI,,17720,2,-300,-1.66,18020,18120,17720,13143,233777180,237261975440,13389502,STK
830,0030R0,KR70030R0007,대신밸류리츠,KOSPI,,3965,1,25,0.63,3940,3965,3890,2896,11367830,237027700000,59780000,STK
831,053030,KR7053030003,바이넥스,KOSDAQ,중견기업부,7220,2,-80,-1.1,7260,7410,7130,70403,508871345,235979837360,32684188,KSQ
832,452280,KR7452280001,한선엔지니어링,KOSDAQ,우량기업부,12250,2,-1830,-13.0,14150,14900,12130,699526,9041282915,235783957500,19247670,KSQ
833,475560,KR7475560009,더본코리아,KOSPI,,15890,1,1800,12.78,16620,17760,15830,255704,4214190025,235616443300,14827970,STK
834,446540,KR7446540007,메가터치,KOSDAQ,중견기업부,8100,2,-200,-2.41,8480,8500,7730,249562,2018367430,235540799100,29079111,KSQ
835,377450,KR7377450002,리파인,KOSDAQ,우량기업부,13580,2,-10,-0.07,13590,13900,13340,60479,822522030,235341400000,17330000,KSQ
836,452430,KR7452430002,사피엔반도체,KOSDAQ,기술성장기업부,28500,1,100,0.35,29150,29150,27200,20163,564652050,235279498500,8255421,KSQ
837,065680,KR7065680001,우주일렉트로,KOSDAQ,우량기업부,25350,1,2150,9.27,23900,25800,23100,44626,1095696850,234245939850,9240471,KSQ
838,036030,KR7036030005,케이티알파,KOSDAQ,우량기업부,4775,2,-10,-0.21,4780,4830,4695,45485,216217840,234066398275,49019141,KSQ
839,348950,KR7348950007,제이알글로벌리츠,KOSPI,,1182,0,0,0.0,0,0,0,0,0,233298432000,197376000,STK
840,0008Z0,KR70008Z0005,에스엔시스,KOSDAQ,벤처기업부,24700,1,650,2.7,25000,25150,24100,29287,719626150,233083130800,9436564,KSQ
841,095500,KR7095500005,미래나노텍,KOSDAQ,우량기업부,7500,1,60,0.81,7470,7570,7300,148177,1102875845,232574992500,31009999,KSQ
842,051905,KR7051901007,LG생활건강우,KOSPI,,110500,1,1000,0.91,110200,110900,109300,4471,491903300,231636619500,2096259,STK
843,484120,KR7484120001,도우인시스,KOSDAQ,중견기업부,21100,3,0,0.0,21250,21250,20150,28497,589425825,231201604200,10957422,KSQ
844,001340,KR7001340009,PKC,KOSPI,,5130,1,40,0.79,5080,5150,4955,141693,713133720,230994096570,45028089,STK
845,144510,KR7144510005,지씨셀,KOSDAQ,중견기업부,14600,1,130,0.9,14720,14720,14270,36181,523496885,230685022400,15800344,KSQ
846,014940,KR7014940001,오리엔탈정공,KOSDAQ,우량기업부,5060,1,140,2.85,5070,5180,4945,225758,1143396091,230602724660,45573661,KSQ
847,000650,KR7000650002,천일고속,KOSPI,,161100,1,2700,1.7,158400,161100,156100,1619,255239400,230247342000,1429220,STK
848,317330,KR7317330009,덕산테코피아,KOSDAQ,중견기업부,11230,1,70,0.63,11270,11390,10870,60236,668520690,229952038320,20476584,KSQ
849,065710,KR7065710006,서호전기,KOSDAQ,우량기업부,44500,1,200,0.45,44900,44900,43600,6695,296162625,229175000000,5150000,KSQ
850,001250,KR7001250000,GS글로벌,KOSPI,,2775,1,35,1.28,2745,2815,2700,527520,1449098137,229031195100,82533764,STK
851,112290,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,11320,1,280,2.54,11100,11370,10990,91707,1025251115,228902738800,20221090,KSQ
852,033920,KR7033920000,무학,KOSPI,,8030,1,310,4.02,7720,8040,7720,31891,253094215,228855000000,28500000,STK
853,005710,KR7005710009,대원산업,KOSDAQ,우량기업부,11410,1,160,1.42,11250,11480,11150,7363,83069470,228629016000,20037600,KSQ
854,459510,KR7459510004,나우로보틱스,KOSDAQ,기술성장기업부,17600,1,350,2.03,17250,17900,17170,154223,2714340420,228419523200,12978382,KSQ
855,318060,KR7318060001,그래피,KOSDAQ,기술성장기업부,20400,1,1640,8.74,18820,20400,18310,126301,2425514035,228218410800,11187177,KSQ
856,450950,KR7450950001,아스테라시스,KOSDAQ,벤처기업부,6050,2,-80,-1.31,6120,6340,5950,18286,110511720,227646931600,37627592,KSQ
857,215000,KR7215000001,골프존,KOSDAQ,우량기업부,36250,2,-150,-0.41,36550,37000,36150,29955,1090388075,227483793750,6275415,KSQ
858,0001A0,KR70001A0001,덕양에너젠,KOSDAQ,중견기업부,8920,1,20,0.22,8990,9210,8700,79258,706949700,227183141040,25468962,KSQ
859,005010,KR7005010004,휴스틸,KOSPI,,4035,1,55,1.38,3980,4035,3905,176393,698377437,226718882625,56188075,STK
860,241520,KR7241520006,DSC인베스트먼트,KOSDAQ,중견기업부,8510,1,110,1.31,8400,8680,8320,124306,1051901170,226366000000,26600000,KSQ
861,000320,KR7000320002,노루홀딩스,KOSPI,,17020,2,-100,-0.58,17150,17150,16760,11181,188985485,226215390020,13291151,STK
862,290690,KR7290690007,아리바이오홀딩스,KOSDAQ,중견기업부,4255,1,35,0.83,4220,4330,4150,281648,1184423976,225342361885,52959427,KSQ
863,099430,KR7099430001,바이오플러스,KOSDAQ,우량기업부,3655,1,45,1.25,3630,3710,3510,446335,1611013681,225296838910,61640722,KSQ
864,086390,KR7086390002,유니테스트,KOSDAQ,중견기업부,10630,1,900,9.25,9970,10660,9420,376749,3832034730,224655759380,21134126,KSQ
865,068930,KR7068930007,디지털대성,KOSDAQ,우량기업부,8060,1,110,1.38,7950,8060,7900,26915,215115970,223063256520,27675342,KSQ
866,034120,KR7034120006,SBS,KOSPI,,12020,1,120,1.01,11920,12080,11920,11979,143773160,222985880760,18551238,STK
867,009680,KR7009680000,모토닉,KOSPI,,10230,1,220,2.2,10150,10590,10020,46599,473717935,222329551620,21733094,STK
868,000540,KR7000540005,흥국화재,KOSPI,,3460,1,170,5.17,3295,3465,3295,73081,248883032,222279551700,64242645,STK
869,125020,KR7125020008,티씨머티리얼즈,KOSDAQ,중견기업부,6340,2,-10,-0.16,6370,6440,5950,572639,3460362190,222144407000,35038550,KSQ
870,203650,KR7203650007,드림시큐리티,KOSDAQ,중견기업부,2180,1,50,2.35,2150,2180,2080,923923,1973601842,221715775120,101704484,KSQ
871,037270,KR7037270006,YG PLUS,KOSPI,,3475,1,20,0.58,3465,3535,3435,161737,560461434,221229307250,63663110,STK
872,025000,KR7025000001,KPX케미칼,KOSPI,,50500,1,300,0.6,50000,50700,49950,4411,222876900,221124804500,4378709,STK
873,017860,KR7017860008,DS단석,KOSPI,,12440,1,30,0.24,12390,12600,11990,121682,1487683775,220923689160,17759139,STK
874,950170,KR8392080006,JTC,KOSDAQ,외국기업(소속부없음),4260,3,0,0.0,4225,4330,4225,5632,24070995,220439442480,51746348,KSQ
875,432320,KR7432320000,KB스타리츠,KOSPI,,1462,1,12,0.83,1450,1469,1425,192662,279131003,220417384670,150764285,STK
876,036710,KR7036710002,심텍홀딩스,KOSDAQ,중견기업부,4170,1,50,1.21,4275,4275,3995,268747,1103973771,220291734180,52827754,KSQ
877,000480,KR7000480004,CR홀딩스,KOSPI,,4695,1,25,0.54,4670,4710,4660,4258,19928460,220150850550,46890490,STK
878,425040,KR7425040003,티이엠씨,KOSDAQ,우량기업부,10030,1,50,0.5,10160,10200,9380,205057,2024251140,219886666940,21922898,KSQ
879,052330,KR7052330008,코텍,KOSDAQ,우량기업부,12350,3,0,0.0,12350,12630,12350,42700,530051625,219355624150,17761589,KSQ
880,011500,KR7011500006,한농화성,KOSPI,,13960,1,330,2.42,13690,13970,13250,66034,905989155,218293106320,15637042,STK
