,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
1366,037030,KR7037030004,파워넷,KOSDAQ,우량기업부,3920,3,0,0.0,3980,4050,3817,181190,709712866,100010928640,25512992,KSQ
1367,330350,KR7330350000,위더스제약,KOSDAQ,우량기업부,7560,2,-10,-0.13,7690,7690,7400,86469,649596660,99789580800,13199680,KSQ
1368,008830,KR7008830002,대동기어,KOSDAQ,중견기업부,6760,1,120,1.81,6650,7040,6630,705784,4790623955,99745963200,14755320,KSQ
1369,088130,KR7088130000,동아엘텍,KOSDAQ,우량기업부,5700,2,-30,-0.52,5660,5890,5530,59561,335652825,99666289800,17485314,KSQ
1370,172670,KR7172670002,에이엘티,KOSDAQ,벤처기업부,11110,2,-210,-1.86,11320,11590,10860,43468,484517910,99548477490,8960259,KSQ
1371,228850,KR7228850004,레이언스,KOSDAQ,우량기업부,6000,1,60,1.01,5940,6050,5920,12379,74053840,99546084000,16591014,KSQ
1372,396470,KR7396470007,워트,KOSDAQ,중견기업부,6170,2,-150,-2.37,6300,6400,6060,54530,337669145,99460400000,16120000,KSQ
1373,086710,KR7086710001,선진뷰티사이언스,KOSDAQ,우량기업부,8150,2,-50,-0.61,8250,8490,8150,41346,343955280,99456732000,12203280,KSQ
1374,246720,KR7246720007,아스타,KOSDAQ,관리종목(소속부없음),6070,0,0,0.0,0,0,0,0,0,99434491000,16381300,KSQ
1375,323990,KR7323990002,박셀바이오,KOSDAQ,기술성장기업부,4270,2,-80,-1.84,4400,4490,4220,52091,225463140,99308863150,23257345,KSQ
1376,044990,KR7044990000,에이치엔에스하이텍,KOSDAQ,기술성장기업부,12900,1,250,1.98,12900,13270,12820,17318,224871600,99141982500,7685425,KSQ
1377,317770,KR7317770006,엑스페릭스,KOSDAQ,벤처기업부,2705,1,60,2.27,2645,2730,2640,89108,238746950,99122409520,36644144,KSQ
1378,079650,KR7079650008,서산,KOSDAQ,중견기업부,4945,2,-295,-5.63,5330,5400,4845,2621869,13228828076,98900000000,20000000,KSQ
1379,322180,KR7322180001,LS티라유텍,KOSDAQ,벤처기업부,4600,1,65,1.43,4535,4780,4500,112203,517015170,98882087600,21496106,KSQ
1380,226400,KR7226400000,오스테오닉,KOSDAQ,기술성장기업부,4780,1,15,0.31,4800,4875,4700,163214,774624234,98762452780,20661601,KSQ
1381,007210,KR7007210008,벽산,KOSPI,,1506,1,11,0.74,1493,1506,1479,102371,152799471,98432160000,65360000,STK
1382,250060,KR7250060001,모비스,KOSDAQ,기술성장기업부,3055,3,0,0.0,3055,3090,2965,166402,505012368,98283364270,32171314,KSQ
1383,058820,KR7058820002,CMG제약,KOSDAQ,관리종목(소속부없음),662,2,-9,-1.34,672,700,642,1452829,969349336,98057794072,148123556,KSQ
1384,134580,KR7134580000,탑코미디어,KOSDAQ,중견기업부,1989,1,300,17.76,1689,2170,1632,2471461,4866050150,98046062361,49294149,KSQ
1385,040300,KR7040300006,YTN,KOSDAQ,중견기업부,2050,2,-5,-0.24,2070,2070,2025,14475,29610156,97737809000,47676980,KSQ
1386,066430,KR7066430000,아이로보틱스,KOSDAQ,중견기업부,2495,1,305,13.93,2245,2845,2235,17184954,46336226425,97687922620,39153476,KSQ
1387,006840,KR7006840003,AK홀딩스,KOSPI,,7360,1,80,1.1,7280,7490,7200,4944,36169190,97502048960,13247561,STK
1388,016740,KR7016740003,두올,KOSPI,,3400,1,100,3.03,3285,3400,3285,19101,64211275,97491681600,28674024,STK
1389,014790,KR7014790000,HL D&I,KOSPI,,2575,1,40,1.58,2545,2575,2500,37062,94203295,97485897575,37858601,STK
1390,493330,KR7493330005,지에프아이,KOSDAQ,벤처기업부,12110,2,-130,-1.06,12300,12300,11230,29460,352098860,97358502430,8039513,KSQ
1391,066790,KR7066790007,씨씨에스,KOSDAQ,관리종목(소속부없음),2205,0,0,0.0,0,0,0,0,0,97355245995,44152039,KSQ
1392,032560,KR7032560005,황금에스티,KOSPI,,5720,1,260,4.76,5460,5840,5460,107456,611864780,97240000000,17000000,STK
1393,298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,6680,1,50,0.75,6590,6720,6590,7981,53295045,96769058480,14486386,KSQ
1394,047560,KR7047560008,이스트소프트,KOSDAQ,중견기업부,8220,1,80,0.98,8340,8340,8020,25780,210493200,96610334040,11753082,KSQ
1395,068240,KR7068240001,다원시스,KOSDAQ,관리종목(소속부없음),2530,0,0,0.0,0,0,0,0,0,96553495610,38163437,KSQ
1396,109610,KR7109610006,에스와이,KOSDAQ,중견기업부,1974,1,8,0.41,1971,2035,1934,181836,358643478,96543207600,48907400,KSQ
1397,005860,KR7005860002,한일사료,KOSDAQ,우량기업부,2450,2,-45,-1.8,2480,2500,2425,380314,936482815,96539028250,39403685,KSQ
1398,214680,KR7214680001,디알텍,KOSDAQ,벤처기업부,1155,1,110,10.53,1102,1358,1065,8656004,10512303068,96415999680,83477056,KSQ
1399,282720,KR7282720002,금양그린파워,KOSDAQ,중견기업부,7940,2,-50,-0.63,8010,8160,7740,22937,181012570,96228830000,12119500,KSQ
1400,025950,KR7025950007,동신건설,KOSDAQ,우량기업부,11450,2,-270,-2.3,11990,11990,11300,45479,522042240,96180000000,8400000,KSQ
1401,023900,KR7023900004,풍국주정,KOSDAQ,우량기업부,7590,1,90,1.2,7510,8010,7460,28654,220085540,95634000000,12600000,KSQ
1402,217820,KR7217820000,원익피앤이,KOSDAQ,중견기업부,2015,1,16,0.8,2020,2060,1976,156147,312235614,95620936385,47454559,KSQ
1403,452190,KR7452190002,한빛레이저,KOSDAQ,벤처기업부,3985,1,25,0.63,3965,4080,3865,138394,546897745,95323419645,23920557,KSQ
1404,205100,KR7205100001,엑셈,KOSDAQ,벤처기업부,1347,1,17,1.28,1350,1360,1319,149712,200459126,95214611781,70686423,KSQ
1405,357230,KR7357230002,에이치피오,KOSDAQ,우량기업부,2300,2,-10,-0.43,2310,2330,2270,29115,66837870,94974994800,41293476,KSQ
1406,008700,KR7008700007,아남전자,KOSPI,,1229,1,2,0.16,1230,1247,1191,280664,345870891,94786403780,77124820,STK
1407,352090,KR7352090005,스톰테크,KOSDAQ,우량기업부,3525,2,-25,-0.7,3560,3560,3505,40635,143457689,94727317950,26872998,KSQ
1408,149980,KR7149980005,하이로닉,KOSDAQ,중견기업부,5500,2,-50,-0.9,5450,5500,5220,26148,140647340,94594753000,17199046,KSQ
1409,006660,KR7006660005,삼성공조,KOSPI,,11630,2,-100,-0.85,11800,11890,11550,193863,2270544400,94509031820,8126314,STK
1410,263720,KR7263720005,디앤씨미디어,KOSDAQ,우량기업부,7610,1,150,2.01,7500,7640,7350,10729,80739190,94459817510,12412591,KSQ
1411,078140,KR7078140001,대봉엘에스,KOSDAQ,우량기업부,8520,2,-60,-0.7,8610,8610,8370,21369,181637980,94457653080,11086579,KSQ
1412,053580,KR7053580007,웹케시,KOSDAQ,우량기업부,7290,1,110,1.53,7170,7300,7170,27960,202002575,94437838440,12954436,KSQ
1413,487580,KR7487580003,폴레드,KOSDAQ,벤처기업부,3745,1,115,3.17,3500,3860,3235,1628406,5863757692,94309814445,25182861,KSQ
1414,052900,KR7052900008,KX하이텍,KOSDAQ,우량기업부,1230,1,5,0.41,1230,1285,1182,2255326,2780517235,94301750700,76668090,KSQ
1415,0011A0,KR70011A0009,액스비스,KOSDAQ,벤처기업부,10100,1,570,5.98,9660,10340,9600,88699,886721895,94270774000,9333740,KSQ
1416,058850,KR7058850009,KTcs,KOSPI,,2270,1,15,0.67,2265,2280,2250,53411,120993361,93988101500,41404450,STK
1417,099750,KR7099750002,이지케어텍,KOSDAQ,벤처기업부,6880,2,-80,-1.15,6960,7110,6840,11274,77723230,93975110240,13659173,KSQ
1418,042500,KR7042500009,링네트,KOSDAQ,우량기업부,4215,2,-80,-1.86,4300,4375,4125,138596,584664255,93957171960,22291144,KSQ
1419,289930,KR7289930000,웨이비스,KOSDAQ,기술성장기업부,7120,2,-260,-3.52,7620,7620,7060,125232,907352820,93620951200,13149010,KSQ
1420,263800,KR7263800005,데이타솔루션,KOSDAQ,중견기업부,5770,1,30,0.52,5840,6000,5650,480669,2791331020,93620442600,16225380,KSQ
1421,054540,KR7054540000,삼영엠텍,KOSDAQ,우량기업부,7200,2,-20,-0.28,7460,7550,7000,127074,914847310,93600000000,13000000,KSQ
1422,104460,KR7104460001,디와이피엔에프,KOSDAQ,우량기업부,8890,1,30,0.34,8940,8975,8820,4211,37543020,93505917890,10518101,KSQ
1423,014440,KR7014440002,영보화학,KOSPI,,4670,1,40,0.86,4625,4690,4595,25461,118486260,93400000000,20000000,STK
1424,029480,KR7029480001,광무,KOSDAQ,중견기업부,1557,1,69,4.64,1503,1597,1501,146170,226702709,92982688524,59719132,KSQ
1425,0017J0,KR70017J0004,세미티에스,KOSDAQ,벤처기업부,3080,2,-160,-4.94,3300,3340,3020,601941,1871952482,92820798840,30136623,KSQ
1426,302550,KR7302550009,리메드,KOSDAQ,기술성장기업부,3000,1,45,1.52,3005,3040,2950,57972,174131840,92721450000,30907150,KSQ
1427,025620,KR7025620006,차AI헬스케어,KOSPI,,5080,1,40,0.79,5010,5270,5010,12865,65266010,92476182840,18203973,STK
1428,008260,KR7008260002,NI스틸,KOSPI,,3230,1,75,2.38,3195,3230,3145,81023,258133685,92378377910,28600117,STK
1429,330730,KR7330730003,스톤브릿지벤처스,KOSDAQ,벤처기업부,5070,2,-60,-1.17,5090,5180,4860,39974,201097500,92364398100,18217830,KSQ
1430,008040,KR7008040008,사조동아원,KOSPI,,654,0,0,0.0,0,0,0,0,0,92308568400,141144600,STK
1431,235980,KR7235980000,메드팩토,KOSDAQ,기술성장기업부,2690,2,-40,-1.47,2730,2800,2645,87804,236925442,92200075490,34275121,KSQ
1432,0218L0,KR70218L0007,네오뷰,KOSDAQ,중견기업부,17470,1,370,2.16,17010,17470,16720,41049,702023790,92174777250,5276175,KSQ
1433,139990,KR7139990006,아주스틸,KOSPI,,2375,1,25,1.06,2350,2375,2310,22520,52736355,92044108250,38755414,STK
1434,019540,KR7019540004,일지테크,KOSDAQ,우량기업부,6800,1,50,0.74,6750,6860,6720,43919,293152810,91891800000,13513500,KSQ
1435,475230,KR7475230009,엔알비,KOSDAQ,벤처기업부,8430,2,-140,-1.63,8600,8610,7800,126202,1030152840,91875897690,10898683,KSQ
1436,001275,KR7001271006,부국증권우,KOSPI,,30600,1,250,0.82,30350,30600,30350,849,25927000,91800000000,3000000,STK
1437,156100,KR7156100000,엘앤케이바이오,KOSDAQ,벤처기업부,4105,1,90,2.24,3985,4490,3945,91745,376152450,91751483065,22351153,KSQ
1438,042510,KR7042510008,라온시큐어,KOSDAQ,벤처기업부,8260,1,70,0.85,8130,8320,7970,55926,455211950,91734139280,11105828,KSQ
1439,040420,KR7040420002,정상제이엘에스,KOSDAQ,우량기업부,5850,1,40,0.69,5790,5850,5760,17536,101993590,91713679200,15677552,KSQ
1440,093920,KR7093920007,서원인텍,KOSDAQ,우량기업부,4925,1,15,0.31,4935,4935,4845,18688,91193255,91605000000,18600000,KSQ
1441,052420,KR7052420007,오성첨단소재,KOSDAQ,우량기업부,9400,2,-20,-0.21,9350,9480,9240,25231,236036870,91574884600,9742009,KSQ
1442,017650,KR7017650003,대림제지,KOSDAQ,우량기업부,10380,1,540,5.49,9940,10380,9940,56619,576892170,91188300000,8785000,KSQ
1443,306620,KR7306620006,지아이에스,KOSDAQ,벤처기업부,1899,1,31,1.66,1971,2070,1861,654180,1272621815,91042207416,47942184,KSQ
1444,066980,KR7066980004,한성크린텍,KOSDAQ,벤처기업부,1697,2,-40,-2.3,1763,1800,1670,506929,875765327,91024962144,53638752,KSQ
1445,255440,KR7255440000,야스,KOSDAQ,벤처기업부,6970,2,-10,-0.14,6960,7350,6900,268217,1890753045,91014260000,13058000,KSQ
1446,182360,KR7182360008,큐브엔터,KOSDAQ,우량기업부,5840,2,-60,-1.02,5900,6000,5770,33709,197671500,90780382240,15544586,KSQ
1447,215100,KR7215100009,로보로보,KOSDAQ,벤처기업부,4460,1,95,2.18,4395,4600,4365,335687,1507226541,90754104840,20348454,KSQ
1448,004140,KR7004140000,동방,KOSPI,,1891,1,22,1.18,1870,1900,1841,123112,230836035,90714609506,47971766,STK
1449,109070,KR7109070003,주성코퍼레이션,KOSPI,,1710,2,-72,-4.04,1784,1800,1697,568593,980062116,90305493300,52810230,STK
1450,463020,KR7463020008,뉴엔AI,KOSDAQ,기술성장기업부,10030,2,-880,-8.07,10910,10930,10030,287751,2958507095,90141616000,8987200,KSQ
1451,210980,KR7210980009,SK디앤디,KOSPI,,4825,2,-40,-0.82,4875,4955,4745,73527,356159262,89828868150,18617382,STK
1452,337930,KR7337930002,젝시믹스,KOSDAQ,우량기업부,3020,1,20,0.67,2990,3055,2990,36300,109525112,89622954500,29676475,KSQ
1453,950250,KR8826050005,테라뷰,KOSDAQ,기술성장기업부,2520,1,40,1.61,2550,2585,2450,54645,137383734,89504682120,35517731,KSQ
1454,045970,KR7045970001,코아시아,KOSDAQ,중견기업부,3400,2,-75,-2.16,3475,3480,3280,81733,273574344,89470578400,26314876,KSQ
1455,033290,KR7033290008,로젠,KOSDAQ,우량기업부,1593,1,4,0.25,1588,1598,1579,5855,9300870,89456987493,56156301,KSQ
1456,023000,KR7023000003,삼원강재,KOSPI,,2250,1,25,1.12,2220,2270,2210,31151,69659618,89414901000,39739956,STK
1457,065450,KR7065450009,빅텍,KOSDAQ,벤처기업부,3030,2,-5,-0.16,3055,3060,2970,172853,519374148,89372283090,29495803,KSQ
1458,007980,KR7007980006,TP,KOSPI,,1904,1,26,1.38,1897,1914,1875,326629,619965935,89292554400,46897350,STK
1459,005740,KR7005740006,크라운해태홀딩스,KOSPI,,6010,1,150,2.56,5860,6250,5860,60868,368018170,89232555470,14847347,STK
1460,381620,KR7381620004,제닉스로보틱스,KOSDAQ,중견기업부,6800,1,110,1.64,6690,7150,6660,352327,2432537550,89201856000,13117920,KSQ
1461,007820,KR7007820004,엠엑스로보틱스,KOSDAQ,중견기업부,4450,2,-150,-3.26,4485,5350,4340,10328044,50324859091,89151059700,20033946,KSQ
1462,058860,KR7058860008,KTis,KOSPI,,2555,1,15,0.59,2525,2555,2525,35928,91117598,88919110000,34802000,STK
1463,032300,KR7032300006,한국파마,KOSDAQ,중견기업부,8140,1,100,1.24,8090,8210,8000,13211,107548150,88780546140,10906701,KSQ
1464,002220,KR7002220002,한일철강,KOSPI,,3320,2,-285,-7.91,3605,3685,3180,614094,2061784102,88635567200,26697460,STK
1465,096240,KR7096240007,크레버스,KOSDAQ,우량기업부,8650,1,120,1.41,8530,8820,8530,27147,235569870,88560257000,10238180,KSQ
1466,111380,KR7111380002,동인기연,KOSPI,,14410,1,1160,8.75,13260,14410,13040,75774,1060683775,88304480000,6128000,STK
1467,004100,KR7004100004,태양금속,KOSPI,,2400,1,25,1.05,2400,2445,2365,178420,427028281,88080000000,36700000,STK
1468,223250,KR7223250002,드림씨아이에스,KOSDAQ,벤처기업부,3580,1,135,3.92,3485,3600,3445,62139,219465380,88069589520,24600444,KSQ
1469,086960,KR7086960002,MDS테크,KOSDAQ,우량기업부,2060,1,15,0.73,2045,2085,2005,170847,350135045,87609060200,42528670,KSQ
1470,363280,KR7363280009,티와이홀딩스,KOSPI,,1925,1,11,0.57,1914,1938,1900,25985,49850433,87582366025,45497333,STK
1471,389030,KR7389030008,지니너스,KOSDAQ,기술성장기업부,2215,2,-105,-4.53,2320,2390,2200,208013,469321855,87253880265,39392271,KSQ
1472,185490,KR7185490000,아이진,KOSDAQ,벤처기업부,2015,2,-15,-0.74,2025,2150,2010,171592,354812845,87108014760,43229784,KSQ
1473,015590,KR7015590003,DKME,KOSPI,,1628,2,-32,-1.93,1659,1659,1623,24918,40928415,86929189424,53396308,STK
1474,100130,KR7100130004,동국S&C,KOSDAQ,중견기업부,1517,2,-51,-3.25,1532,1569,1505,108830,166004563,86685931000,57143000,KSQ
1475,078890,KR7078890001,가온그룹,KOSDAQ,중견기업부,4700,1,115,2.51,4590,4900,4590,142097,669839824,86597232100,18424943,KSQ
1476,004650,KR7004650008,창해에탄올,KOSDAQ,우량기업부,9420,1,70,0.75,9350,9450,9260,28541,266487310,86578136700,9190885,KSQ
1477,009300,KR7009300005,삼아제약,KOSDAQ,우량기업부,13580,1,80,0.59,13630,13630,13360,3328,44892120,86504600000,6370000,KSQ
1478,004890,KR7004890000,동일산업,KOSPI,,35650,1,1350,3.94,34300,35650,34050,549,19261900,86458914750,2425215,STK
1479,004840,KR7004840005,DRB동일,KOSPI,,4485,1,5,0.11,4550,4600,4460,21546,96511135,86436552540,19272364,STK
1480,072020,KR7072020001,중앙백신,KOSDAQ,벤처기업부,9320,3,0,0.0,9320,9350,9260,11664,108718990,86273198920,9256781,KSQ
1481,052860,KR7052860004,아이앤씨,KOSDAQ,벤처기업부,4825,3,0,0.0,4825,4945,4635,12033,57414215,86207570550,17866854,KSQ
1482,101330,KR7101330009,모베이스,KOSDAQ,중견기업부,3715,1,65,1.78,3740,3790,3635,53088,196471561,85991212735,23147029,KSQ
1483,069730,KR7069730000,DSR제강,KOSPI,,5970,1,80,1.36,5890,6050,5840,136169,809136945,85968000000,14400000,STK
1484,023800,KR7023800006,인지컨트롤스,KOSPI,,5430,1,90,1.69,5430,5450,5310,15332,82588200,85843939710,15809197,STK
1485,102370,KR7102370004,케이옥션,KOSDAQ,기술성장기업부,3305,1,10,0.3,3265,3320,3210,38371,125160220,85560798450,25888290,KSQ
1486,019550,KR7019550003,SBI인베스트먼트,KOSDAQ,중견기업부,1055,1,2,0.19,1053,1064,1031,274905,287690331,85490117785,81033287,KSQ
1487,004590,KR7004590006,한국가구,KOSDAQ,중견기업부,5690,1,190,3.45,5460,5690,5410,34729,190786480,85350000000,15000000,KSQ
1488,039980,KR7039980008,폴라리스AI,KOSDAQ,중견기업부,5930,2,-100,-1.66,6030,6150,5820,200712,1195357230,85280599020,14381214,KSQ
1489,115440,KR7115440000,우리넷,KOSDAQ,우량기업부,7870,1,40,0.51,7850,8000,7640,65952,515797625,84951078040,10794292,KSQ
1490,063080,KR7063080006,컴투스홀딩스,KOSDAQ,중견기업부,12880,2,-20,-0.16,12900,13270,12610,16427,211159200,84946072960,6595192,KSQ
1491,163560,KR7163560006,동일고무벨트,KOSPI,,6110,1,100,1.66,6010,6130,6000,10184,61871770,84929000000,13900000,STK
1492,054670,KR7054670005,대한뉴팜,KOSDAQ,우량기업부,5900,1,80,1.37,5820,5920,5750,24240,142157140,84694028000,14354920,KSQ
1493,002200,KR7002200004,한국수출포장,KOSPI,,2525,1,85,3.48,2490,2525,2410,48204,119921432,84587351025,33499941,STK
1494,011700,KR7011700002,한신기계,KOSPI,,2605,1,5,0.19,2640,2670,2555,126856,329854065,84522223355,32446151,STK
1495,387690,KR7387690001,레메디,KOSDAQ,기술성장기업부,11070,1,730,7.06,10390,11550,9760,3127131,34437844635,84417506370,7625791,KSQ
1496,418470,KR7418470001,KT밀리의서재,KOSDAQ,우량기업부,9850,2,-150,-1.5,9920,10040,9780,107846,1062321150,84373021650,8565789,KSQ
1497,130580,KR7130580004,나이스디앤비,KOSDAQ,우량기업부,5470,1,40,0.74,5450,5480,5400,13996,76072360,84238000000,15400000,KSQ
1498,003580,KR7003580008,HLB글로벌,KOSPI,,1660,1,15,0.91,1612,1690,1612,158170,261163347,84101418300,50663505,STK
1499,228670,KR7228670006,레이,KOSDAQ,벤처기업부,5370,1,220,4.27,5140,5580,4940,367668,1928255305,83986912770,15640021,KSQ
1500,049180,KR7049180003,셀루메드,KOSDAQ,투자주의환기종목(소속부없음),1009,0,0,0.0,0,0,0,0,0,83975227728,83226192,KSQ
1501,040910,KR7040910002,아이씨디,KOSDAQ,중견기업부,4615,2,-35,-0.75,4650,4650,4470,6582,30000351,83874279125,18174275,KSQ
1502,183490,KR7183490002,엔지켐생명과학,KOSDAQ,관리종목(소속부없음),990,0,0,0.0,0,0,0,0,0,83793832650,84640235,KSQ
1503,058630,KR7058630005,엠게임,KOSDAQ,우량기업부,4455,1,95,2.18,4420,4475,4295,40485,177746248,83631817170,18772574,KSQ
1504,038110,KR7038110003,에코플라스틱,KOSDAQ,우량기업부,2030,1,38,1.91,2010,2060,1995,172297,348872861,83573821100,41169370,KSQ
1505,331380,KR7331380006,포커스에이아이,KOSDAQ,투자주의환기종목(소속부없음),2285,1,45,2.01,2295,2300,2185,107323,241796919,83541578810,36560866,KSQ
1506,000105,KR7000101006,유한양행우,KOSPI,,70700,1,1100,1.58,69600,71000,69600,898,63374550,83492458000,1180940,STK
1507,096775,KR7096771001,SK이노베이션우,KOSPI,,66800,1,1800,2.77,65000,67300,64900,5444,361823650,83394856800,1248426,STK
1508,013360,KR7013360003,일성건설,KOSPI,,1541,2,-14,-0.9,1591,1600,1510,364167,562911103,83252340080,54024880,STK
1509,053350,KR7053350005,이니텍,KOSDAQ,중견기업부,3780,2,-55,-1.43,3835,3870,3755,33484,126760000,83239625700,22021065,KSQ
1510,002600,KR7002600005,조흥,KOSPI,,138600,1,600,0.43,138200,140200,138200,24,3324900,83160000000,600000,STK
1511,067000,KR7067000000,조이시티,KOSDAQ,중견기업부,1188,2,-35,-2.86,1220,1220,1150,209072,245743222,83045293848,69903446,KSQ
1512,217330,KR7217330000,싸이토젠,KOSDAQ,기술성장기업부,3590,2,-25,-0.69,3615,3715,3470,74277,265515986,83035073730,23129547,KSQ
1513,357580,KR7357580000,아모센스,KOSDAQ,기술성장기업부,6990,2,-360,-4.9,7400,7400,6780,81279,567467040,82410436380,11789762,KSQ
1514,413390,KR7413390006,엠오티,KOSDAQ,중견기업부,7110,1,10,0.14,7070,7130,7000,18078,128505050,82335079800,11580180,KSQ
1515,090470,KR7090470006,제이스로보틱스,KOSDAQ,벤처기업부,4700,1,160,3.52,4550,4745,4525,25218,117933610,82139991800,17476594,KSQ
1516,131370,KR7131370009,알서포트,KOSDAQ,벤처기업부,1540,1,21,1.38,1519,1541,1512,86608,132446803,82031307820,53267083,KSQ
1517,475430,KR7475430005,키스트론,KOSDAQ,중견기업부,4575,3,0,0.0,4615,4685,4240,302455,1378480720,81655103250,17848110,KSQ
1518,175250,KR7175250000,아이큐어,KOSDAQ,관리종목(소속부없음),2170,0,0,0.0,0,0,0,0,0,81501658560,37558368,KSQ
1519,053280,KR7053280004,예스24,KOSDAQ,중견기업부,3260,1,45,1.4,3220,3270,3215,7284,23671875,81500000000,25000000,KSQ
1520,007610,KR7007610009,선도전기,KOSPI,,4525,2,-105,-2.27,4605,4620,4395,249244,1119051924,81450000000,18000000,STK
1521,048530,KR7048530000,인트론바이오,KOSDAQ,기술성장기업부,2635,2,-65,-2.41,2695,2795,2635,22013,58410125,81399782330,30891758,KSQ
1522,950130,KR8840090003,엑세스바이오,KOSDAQ,외국기업(소속부없음),2310,3,0,0.0,2370,2370,2230,29280,67396495,81251556540,35173834,KSQ
1523,225190,KR7225190008,LK삼양,KOSDAQ,중견기업부,1152,2,-93,-7.47,1246,1360,1118,7040537,8895109790,81179642880,70468440,KSQ
1524,412540,KR7412540007,제일엠앤에스,KOSDAQ,관리종목(소속부없음),3935,0,0,0.0,0,0,0,0,0,81063616775,20600665,KSQ
1525,251120,KR7251120002,바이오에프디엔씨,KOSDAQ,기술성장기업부,9290,1,430,4.85,8990,9360,8680,23259,209008670,80783053000,8695700,KSQ
1526,006090,KR7006090005,사조오양,KOSPI,,8560,1,120,1.42,8380,8560,8380,6491,54849070,80658645840,9422739,STK
1527,012700,KR7012700001,리드코프,KOSDAQ,우량기업부,3075,1,45,1.49,3080,3080,3025,10843,33163895,80549169900,26194852,KSQ
1528,072950,KR7072950009,빛샘전자,KOSDAQ,벤처기업부,10000,2,-370,-3.57,10430,10570,9750,480083,4849233495,80526100000,8052610,KSQ
1529,019680,KR7019680008,대교,KOSPI,,1000,0,0,0.0,0,0,0,0,0,80467700000,80467700,STK
1530,036640,KR7036640001,HRS,KOSDAQ,우량기업부,4920,1,40,0.82,4895,4960,4880,27660,136013670,80465616000,16354800,KSQ
1531,001210,KR7001210004,금호전기,KOSPI,,6490,2,-400,-5.81,7940,8170,6480,23913143,172340571205,80320343840,12376016,STK
1532,347890,KR7347890006,엠엑스온,KOSDAQ,벤처기업부,4720,2,-15,-0.32,4695,5080,4695,202410,979133730,80302322880,17013204,KSQ
1533,066700,KR7066700006,테라젠이텍스,KOSDAQ,중견기업부,2160,1,5,0.23,2190,2190,2090,54491,115588107,80249132160,37152376,KSQ
1534,265560,KR7265560003,영화테크,KOSDAQ,우량기업부,7490,1,30,0.4,7460,7580,7420,4534,33905460,80069448200,10690180,KSQ
1535,037760,KR7037760006,쎄니트,KOSDAQ,중견기업부,2365,2,-50,-2.07,2325,2400,2280,47742,111502420,80014858165,33832921,KSQ
1536,001470,KR7001470004,삼부토건,KOSPI,,347,0,0,0.0,0,0,0,0,0,79699592928,229681824,STK
1537,080010,KR7080010002,이상네트웍스,KOSDAQ,중견기업부,8100,2,-60,-0.74,8190,8200,7950,2624,21176000,79664075100,9835071,KSQ
1538,270520,KR7270520000,앱튼,KOSDAQ,투자주의환기종목(소속부없음),4050,3,0,0.0,4100,4100,3810,160896,635779370,79618601700,19658914,KSQ
1539,451250,KR7451250005,삐아,KOSDAQ,벤처기업부,7780,2,-130,-1.64,7910,8140,7760,29097,230834190,79557323060,10225877,KSQ
1540,054040,KR7054040001,한국컴퓨터,KOSDAQ,우량기업부,4950,3,0,0.0,4950,4965,4890,80350,392971800,79552885500,16071290,KSQ
1541,047820,KR7047820006,초록뱀미디어,KOSDAQ,중견기업부,3250,2,-50,-1.52,3300,3300,3200,8632,28004400,79475272500,24453930,KSQ
1542,382840,KR7382840007,원준,KOSDAQ,중견기업부,5200,1,40,0.78,5190,5330,5070,29404,151979755,79412221200,15271581,KSQ
1543,000590,KR7000590000,CS홀딩스,KOSPI,,68700,1,300,0.44,68000,69100,67400,611,41755200,79312913400,1154482,STK
1544,290740,KR7290740000,액트로,KOSDAQ,벤처기업부,7880,2,-450,-5.4,8330,8740,7050,198230,1553102740,79312286680,10065011,KSQ
1545,009180,KR7009180001,한솔로지스틱스,KOSPI,,2815,1,10,0.36,2800,2815,2770,50552,141290475,79258647375,28155825,STK
1546,005750,KR7005750005,대림바스,KOSPI,,4770,2,-25,-0.52,4770,4790,4650,51205,240566525,79144984800,16592240,STK
1547,010960,KR7010960003,삼호개발,KOSPI,,3280,1,5,0.15,3295,3295,3185,160496,519980615,79113600000,24120000,STK
1548,089230,KR7089230007,THE E&M,KOSDAQ,중견기업부,2005,2,-115,-5.42,2045,2180,1991,273307,555718787,79039814770,39421354,KSQ
1549,011370,KR7011370004,서한,KOSDAQ,우량기업부,783,0,0,0.0,0,0,0,0,0,79000679295,100894865,KSQ
1550,217190,KR7217190008,제너셈,KOSDAQ,벤처기업부,6000,1,140,2.39,5980,6100,5710,188911,1114849720,78922566000,13153761,KSQ
1551,085670,KR7085670008,뉴프렉스,KOSDAQ,우량기업부,3220,1,70,2.22,3220,3250,3095,78065,248820143,78892450420,24500761,KSQ
1552,377480,KR7377480009,마음AI,KOSDAQ,기술성장기업부,11080,1,100,0.91,10980,11330,10840,57220,636558180,78781847000,7110275,KSQ
1553,076610,KR7076610005,해성옵틱스,KOSDAQ,벤처기업부,1328,2,-26,-1.92,1400,1445,1310,2471814,3405781817,78665647040,59236180,KSQ
1554,033560,KR7033560004,블루콤,KOSDAQ,중견기업부,4580,1,155,3.5,4425,4675,4210,50696,224691190,78318000000,17100000,KSQ
